wine_id,wine_name,kind_id,country_id,cultivar,sweet_id,acid_id,body_id,tanin_id,proof,price,img
1,G7 까베르네 소비뇽 2016,1,14,Cabernet Sauvignon 100%,1,3,2,2,도수 정보가 없습니다.,"9,500원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929021417921_MAW03365S.jpg/W0149589.jpg?type=m250&wm=N
2,"샴페인 드라피에, 까르뜨 도르 브뤼",3,17,"Pinot Noir 80%, Chardonnay 15%, Pinot Meunier 5%",1,5,3,1,도수 정보가 없습니다.,"132,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190601070954285_76GUYPXK7.jpg/W0155049.jpg?type=m250&wm=N
3,"옐로우 테일, 메를로 2017",1,19,Merlot,1,3,3,3,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929032547373_4Y7HD8MK5.jpg/W0142834.jpg?type=m250&wm=N
4,"팬마라, 골든 그레이스",2,19,"Semillon, Verdejo",4,1,4,1,11.5도,"50,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190401073302451_YN2IAE074.jpg/W0152995.jpg?type=m250&wm=N
5,"까스텔로 반피, 티아라 플래티넘 모스카토",2,11,"Moscato, Cortese",4,1,2,1,6.5~7.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929033029758_E186W0RW4.jpg/W0159484.jpg?type=m250&wm=N
6,몬테스 클래식 말벡 2016,1,14,Malbec 100%,1,3,3,3,도수 정보가 없습니다.,"24,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929041339230_U2RE51PVE.jpg/W0158731.jpg?type=m250&wm=N
7,"블루 넌, 화이트 2017",2,4,Rivaner,3,4,3,1,10도,"18,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929020143715_34QIANYKE.jpg/W0137352.jpg?type=m250&wm=N
8,컨티뉴엄 2018,1,6,"Cabernet Sauvignon 60%, Cabernet Franc 22%, Petit Verdot 18%",1,3,5,4,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929042216687_S0FB9ZWAE.jpg/W0150734.jpg?type=m250&wm=N
9,"파 니엔테, 샤도네이 2019",2,6,Chardonnay 100%,1,3,4,1,14~15도,"205,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180715080404629_I8BV7TAKD.jpg/W0156752.jpg?type=m250&wm=N
10,사시까이아 2017,1,11,"Cabernet Sauvignon 85%, Cabernet Franc 15%",1,3,5,4,13~14도,"583,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929014407412_TFXE3D3Q0.jpg/W0154659.jpg?type=m250&wm=N
11,엠 바이 빌라 엠,2,11,Moscato 100%,4,1,2,1,3도,"20,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929021709336_W59A9Y9PK.jpg/W0150990.jpg?type=m250&wm=N
12,샤또 오 브리옹 2017,1,17,"Merlot 43%, Cabernet Sauvignon 44%, Cabernet Franc 13%",1,4,5,4,13~14도,"980,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190801021831018_1RAUDI363.jpg/W0158648.jpg?type=m250&wm=N
13,"트라피체, 이스까이 말벡 까베르네 프랑 2013",1,8,"Malbec 70%, Cabernet Franc 30%",1,3,4,5,14~15도,"140,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190601071648196_L7CG33VK2.jpg/W0137439.jpg?type=m250&wm=N
14,"프리시전, 네비게이터 로제 2020",4,6,"Cabernet Sauvignon, Merlot, Zinfandel",1,4,2,1,12~13도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20210625012451540_R3DVGFAOR.png/W0168849.png?type=m250&wm=N
15,"나바로 꼬레아스, 레세르바 말벡 2017",1,8,Malbec 100%,1,3,4,4,14~15도,"50,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20180112014352261_Q5U2RJBEY.jpg/W0162587.jpg?type=m250&wm=N
16,까스텔포르테 아마로네 델라 발폴리첼라 2015,1,11,"Corvina, Corvinone, Rondinella",2,3,5,4,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_8/20171104012943880_DTAFT6JAQ.jpg/W0162277.jpg?type=m250&wm=N
17,"코노 수르, 비씨클레타 메를로 2015",1,14,"Merlot 85%, Other Grapes 15%",1,3,2,2,도수 정보가 없습니다.,"18,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181215012400367_OTEE7DE3Z.png/W0152273.png?type=m250&wm=N
18,"비에티, 랑게 네비올로 '페바코' 2017",1,11,Nebbiolo 100%,1,4,4,4,도수 정보가 없습니다.,"66,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190515073749807_09NFWSG72.jpg/W0139797.jpg?type=m250&wm=N
19,"몬테스, 퍼플 엔젤 2018",1,14,"Carmenere 92%, Petit Verdot 8%",1,3,5,5,14~15도,"220,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20220129014633865_T519LJO3E.png/T0156982_010.png?type=m250&wm=N
20,시즌스 비달 아이스와인 2011,2,15,Vidal 100%,5,4,4,1,도수 정보가 없습니다.,"28,800원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929022127557_AMSSUMS84.jpg/W0162000.jpg?type=m250&wm=N
21,"배비치, 포비든 바인 말보로 소비뇽 블랑 2017",2,2,Sauvignon Blanc 100%,1,3,2,1,12~13도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_9/20180628012200659_QIE0M8RUU.jpg/W0163070.jpg?type=m250&wm=N
22,"샌드맨, 20년 숙성 올드 타니 포트",5,16,Blend,5,2,5,2,20도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929015048361_XLK3ABOI1.jpg/W0145177.jpg?type=m250&wm=N
23,"콘차이 토로, 디아블로 쉬라즈 2019",1,14,Syrah/Shiraz 100%,1,3,3,2,13.5도,"12,800원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180701075254022_PGVDKMDKW.jpg/W0138400.jpg?type=m250&wm=N
24,버니니 클래식,3,20,Moscato 100%,4,2,1,1,4~5도,"4,400원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929030217103_107FYZ0Q1.jpg/W0148205.jpg?type=m250&wm=N
25,"카네타 자파타, 안젤리카 자파타 말벡 2017",1,8,Malbec 100%,1,4,4,5,14~15도,"88,700원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20211229014207409_35FKTY3CF.png/W0170211.png?type=m250&wm=N
26,1865 셀렉티드 빈야드 시라 2015,1,14,Syrah/Shiraz 100%,1,3,4,3,14~15도,"64,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200822012607231_CX20SH7JM.png/W0153539.png?type=m250&wm=N
27,"마스카 델 타코, 루 라빠이오 프리미티보 디 만두리아 2018",1,11,Primitivo,1,2,4,4,14~15도,"48,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20201125012759611_5H1G0CTXM.png/W0167968.png?type=m250&wm=N
28,"패트리셔스 토카이, 아쑤 6 푸토뇨스 2008",2,18,"Furmint 70%, Harslevelu 30%",5,3,5,1,11~12도,"160,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190330012403400_093U77DGZ.jpg/W0164710.jpg?type=m250&wm=N
29,"로쉐 마제, 피노누아 2018",1,17,Pinot Noir,1,4,3,3,12~13도,"22,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200707012751428_R3O7D51UM.png/W0167301.png?type=m250&wm=N
30,"스펠바운드, 카베르네 소비뇽 2015",1,6,Cabernet Sauvignon 100%,1,4,4,4,도수 정보가 없습니다.,"58,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181215071344683_846GC289D.jpg/W0153897.jpg?type=m250&wm=N
31,"뷸러, 화이트 진판델 2017",4,6,Zinfandel 100%,3,3,2,1,도수 정보가 없습니다.,"53,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929014859959_CFE5Q6EOI.jpg/W0153850.jpg?type=m250&wm=N
32,"타라파카, 그란 레세르바 까베르네 소비뇽 2019",1,14,Cabernet Sauvignon 100%,1,3,4,3,13~14도,"66,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20220120014053573_N6WM6P574.png/T0142219_003.png?type=m250&wm=N
33,"돈나푸가타, 안띨리아 2020",2,11,"Catarratto 50%, Ansonica 50%",1,3,3,1,도수 정보가 없습니다.,"43,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929025501590_YJBI3HPHK.jpg/W0144984.jpg?type=m250&wm=N
34,"덕혼, 디코이 로제 2019",4,6,"Syrah/Shiraz 69%, Vermentino 14%, Carignan/Carignane 9%, Pinot Noir 8%",1,3,2,1,도수 정보가 없습니다.,"75,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20180228012749550_X0XBVKESC.jpg/W0162677.jpg?type=m250&wm=N
35,"왕좌의 게임, 피노누아 2017",1,6,Pinot Noir 100%,1,5,3,3,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_9/20181122012219618_VFG8FUWVH.jpg/W0163794.jpg?type=m250&wm=N
36,샤또 라피트 로칠드 2017,1,17,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",1,4,5,5,13~14도,"1,000,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190801021921377_2MB3FUZQ7.jpg/W0158267.jpg?type=m250&wm=N
37,원티드 진 2018,1,11,Zinfandel 100%,1,2,4,3,14.5도,"77,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200424012310764_71NPHZ7VA.jpg/W0167057.jpg?type=m250&wm=N
38,"도츠, 아모르 드 도츠 2010",3,17,Chardonnay 100%,1,4,4,1,12~13도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20190401073421274_F21TY7YJ3.jpg/W0139402.jpg?type=m250&wm=N
39,보난자 카버네 소비뇽,1,6,Cabernet Sauvignon 100%,1,4,4,4,도수 정보가 없습니다.,"69,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20191022012444924_0C82LVKCS.jpg/W0166302.jpg?type=m250&wm=N
40,"크레스만, 그랑 리저브 메독 2016",1,17,"Cabernet Sauvignon 80%, Merlot 20%",1,4,3,3,12도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20190401073733822_7OKYZPCET.jpg/W0139477.jpg?type=m250&wm=N
41,"스택스 립 와인 셀라, 카리아 샤도네이 2018",2,6,Chardonnay,1,4,4,1,14~15도,"99,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200829012521085_S9Q7Q5V23.png/W0167579.png?type=m250&wm=N
42,"하이츠 셀라, 나파 밸리 카버네 소비뇽 2015",1,6,Cabernet Sauvignon 100%,1,3,4,4,14~15도,"190,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20191201083444287_Y0NB448EA.jpg/W0138786.jpg?type=m250&wm=N
43,"앙리 지로, 아르곤 브뤼 2012",3,17,"Pinot Noir 75%, Chardonnay 25%",1,5,3,1,도수 정보가 없습니다.,"1,284,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929031713712_FEH990HAB.jpg/W0155093.jpg?type=m250&wm=N
44,"간치아, 브라꿰또 다뀌",3,11,Brachetto,4,1,3,1,7~8도,"34,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929020001154_DYTL8QGGV.jpg/W0145742.jpg?type=m250&wm=N
45,비알레토 로쏘,1,11,"Sangiovese, Montepulciano",3,3,2,1,11도,"12,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929054518500_RK6Q4G790.jpg/W0141395.jpg?type=m250&wm=N
46,벨비노,1,17,Cabernet Sauvignon,2,2,3,3,11~12도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929023059239_E78UBZHX8.jpg/W0151811.jpg?type=m250&wm=N
47,"삐에르 아마디유, 그랑 로마네 지공다스 2016",1,17,"Grenache, Syrah/Shiraz, Mourvedre",1,4,5,4,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20200121012431667_PBA7GBKXJ.jpg/W0165478.jpg?type=m250&wm=N
48,"도멘 드 세네쇼, 샤또네프 뒤 빠쁘 레드 2015",1,17,"Grenache, Syrah/Shiraz, Mourvedre",1,4,4,4,14~15도,"184,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929034435294_ZIFEEV5YY.jpg/W0146587.jpg?type=m250&wm=N
49,"킬리빙빙, 스크림 2013",1,19,Syrah/Shiraz 100%,2,4,5,4,15~16도,"97,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20191227012408875_T0P7EDVO0.jpg/W0155700.jpg?type=m250&wm=N
50,"폰세카, 10년 숙성 타우니 포트",5,16,Blend,2,1,5,2,도수 정보가 없습니다.,"66,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929020323764_4PW0XJOYZ.jpg/W0162144.jpg?type=m250&wm=N
51,"우마니 론끼, 요리오 2010",1,11,Montepulciano 100%,1,5,2,2,14도,"46,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190401073506947_VF2L2J8Z1.jpg/W0139555.jpg?type=m250&wm=N
52,"기센, 말보로 소비뇽 블랑 2018",2,2,Sauvignon Blanc 100%,1,4,2,1,12~13도,"55,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20210408012722245_I6X5WOF1W.png/W0151957.png?type=m250&wm=N
53,"엠 샤푸티에, 마리우스 블랑 2016",2,17,Viognier 100%,1,3,3,1,12~13도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_9/20190131012330210_MXMF2ZHAT.png/W0164483.png?type=m250&wm=N
54,"콘차이 토로, 프론테라 까베르네 소비뇽 2018",1,14,"Cabernet Sauvignon 85%, Merlot 15%",1,4,3,3,11~12도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929020016714_PIR3U3I8P.jpg/W0137258.jpg?type=m250&wm=N
55,마르께스 까사 콘차 까베르네 소비뇽 롯데 35주년 에디션 2015,1,14,Cabernet Sauvignon 100%,1,3,4,4,14도,"70,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20171104012839406_HMXZYDL8U.jpg/W0162379.jpg?type=m250&wm=N
56,곤잘레스 비야스 솔레라 1847 크림쉐리,5,7,"Palomino 75%, Pedro Ximenez 25%",5,2,5,1,18도,"60,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929025121137_HDVDNL3QE.jpg/W0157361.jpg?type=m250&wm=N
57,"산 마르짜노, 빈도로 프리미티보 디 만두리아 2016",1,11,Primitivo 100%,1,3,4,4,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_9/20190105012240179_IG796ACN2.png/W0162436.png?type=m250&wm=N
58,"로르나노, 키안티 클라시코 2016",1,11,Sangiovese,1,3,3,3,14~15도,"45,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210726014049069_OK7YRI8MC.png/W0168933.png?type=m250&wm=N
59,"폴 로저, 뀌베 써 윈스턴 처칠 2012",3,17,"Pinot Noir, Chardonnay",1,4,4,1,12~13도,"500,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20210430012757625_HCFBP7S87.png/W0137390.png?type=m250&wm=N
60,"바타시올로, 모스카토 스푸만테",3,11,Moscato 100%,4,2,2,1,6.5도,"47,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190515073935157_XXA1SABUN.jpg/W0150355.jpg?type=m250&wm=N
61,"꽁트리 스푸만티, 프리미티보 디 만두리아 2016",1,11,Primitivo 100%,2,2,5,3,14.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_1/20140821013541954_UN2RTQPSE.jpg/2014082010093507.jpg?type=m250&wm=N
62,"체레토, 바롤로 2016",1,11,Nebbiolo 100%,1,4,3,4,14도,"165,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929050225042_AV4N1JRGG.jpg/W0137970.jpg?type=m250&wm=N
63,"캐년 오크, 까베르네 소비뇽 2018",1,6,Cabernet Sauvignon,1,3,3,3,13~14도,"25,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20210401071346003_6D97D8KAW.png/W0167456.png?type=m250&wm=N
64,뷰 마넨 레세르바 말벡 2018,1,14,Malbec 100%,1,3,3,3,14~15도,"31,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929022942608_CEMTO2ZG7.jpg/W0143815.jpg?type=m250&wm=N
65,"알레한드로 페르난데즈, 뻬스께라 크리안자 2016",1,7,Tempranillo 100%,1,5,4,4,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20191215082546766_KSGV2SM3K.jpg/W0139304.jpg?type=m250&wm=N
66,"마르케스 데 무리에타, 리제르바 2016",1,7,"Tempranillo 86%, Garnacha 8%, Mazuelo 4%, Graciano 2%",1,3,4,4,13~14도,"90,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180715080004546_BTLV418FH.jpg/W0153935.jpg?type=m250&wm=N
67,샤또 빠쁘 클레망 2017,1,17,"Cabernet Sauvignon, Merlot, Cabernet Franc",3,4,5,4,13~14도,"220,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20200401090132778_TPORKBWYQ.jpg/W0159350.jpg?type=m250&wm=N
68,"베어풋, 버블리 핑크 모스카토",3,6,"Moscato, Other Grapes",4,2,2,1,7.5~8.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_11/20210612012657374_E9IQXYE44.png/W0163039.png?type=m250&wm=N
69,"7 컬러즈, 메를로 2017",1,14,Merlot 100%,1,3,3,3,도수 정보가 없습니다.,"24,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181128012521763_36XZIV9ZY.jpg/W0163742.jpg?type=m250&wm=N
70,"오이노스, 피노 그리지오 2019",2,11,Pinot Grigio,1,3,2,1,12~13도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_11/20201125012752351_6Z4VYJI4M.png/W0167973.png?type=m250&wm=N
71,오스틴 호프 리저브 카베르네 소비뇽 2019,1,6,Cabernet Sauvignon 100%,1,3,4,4,15~16도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20220308014154798_IROYIEX4N.png/W0170662.png?type=m250&wm=N
72,"베린저, 진판델 2012",1,6,Zinfandel 100%,2,3,3,3,9.5~10.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929032744617_2L062IFXP.jpg/W0138494.jpg?type=m250&wm=N
73,"왕좌의 게임, 샤도네이 2016",2,6,"Chardonnay 90%, Riesling 10%",1,2,3,1,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_9/20181122012219618_BPO3W4VE2.jpg/W0163792.jpg?type=m250&wm=N
74,듀발 르로이 팜므 드 샹빠뉴 2004,3,17,"Chardonnay, Pinot Noir",1,5,4,1,도수 정보가 없습니다.,"350,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929045405584_1OD6VHF2B.jpg/W0159280.jpg?type=m250&wm=N
75,"산 마르짜노, 세산타니 2015",1,11,Primitivo 100%,1,2,4,4,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20190628012643582_MEZ8A4PEQ.jpg/W0152245.jpg?type=m250&wm=N
76,"울프 블라스, 헤리티지 릴리즈 2019",1,19,Syrah/Shiraz,1,2,4,4,14~15도,"26,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210726014218730_FRBG8TNW9.png/W0168921.png?type=m250&wm=N
77,"뚜아 리따, 레디가피 2014",1,11,Merlot 100%,1,4,4,4,15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929021735507_ZYQCEJXLB.jpg/W0141497.jpg?type=m250&wm=N
78,키르 로얄,3,17,"Chardonnay, Black currant",4,3,3,1,12도,"60,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929015006424_7HL0608MG.jpg/W0150943.jpg?type=m250&wm=N
79,"덕혼, 디코이 멀롯 2018",1,6,"Merlot 98%, Cabernet Sauvignon 2%",1,3,3,3,도수 정보가 없습니다.,"97,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929041629535_ZZ0DWTO2U.jpg/W0156744.jpg?type=m250&wm=N
80,"피오 체사레, 가비 2016",2,11,Cortese 100%,1,4,3,1,도수 정보가 없습니다.,"62,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181215071527179_B32I7AAWZ.jpg/W0155622.jpg?type=m250&wm=N
81,"샴페인 드 브노쥬, 루이 15세 브뤼 2008",3,17,"Chardonnay 50%, Pinot Noir 50%",1,4,3,1,12~13도,"1,080,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929021959407_4DJVYIUYZ.jpg/W0162007.jpg?type=m250&wm=N
82,"나탈리 팔메, 브뤼",3,17,"Pinot Noir 80%, Chardonnay 20%",1,4,3,1,도수 정보가 없습니다.,"143,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20210318012535911_F9NO6PWH2.png/W0158795.png?type=m250&wm=N
83,벨테르 메를로 시라,1,17,"Merlot 50%, Syrah/Shiraz 50%",1,3,4,3,13~14도,"20,700원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20211221014101180_VEY9QPQPE.png/T0169993_003.png?type=m250&wm=N
84,아르코 베가 올리베라스 2017,1,7,Tempranillo,1,2,2,2,12.5~13.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929032856781_OXQKTEUY1.jpg/W0142407.jpg?type=m250&wm=N
85,빅토리아 토니,5,19,"Carignan/Carignane, Cabernet Sauvignon, Grenache, Syrah/Shiraz",5,2,4,2,17~18도,"50,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929024537613_OES0K8JK1.jpg/W0161246.jpg?type=m250&wm=N
86,도멘 A.F. 그로 리쉬부르 2018,1,17,Pinot Noir 100%,1,4,4,3,도수 정보가 없습니다.,"2,109,000원",https://dbscthumb-phinf.pstatic.net/3165_000_1/20141101013122301_7B3DX5GVU.jpg/2014103112474442.jpg?type=m250&wm=N
87,"허드슨 빈야드, 카네로스 샤도네이 2019",2,6,Chardonnay 100%,1,3,4,1,14~15도,"300,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210801021616684_J10QWC17X.png/W0150764.png?type=m250&wm=N
88,"펜리 에스테이트, 하이랜드 쉬라즈 2017",1,19,Syrah/Shiraz,1,3,4,3,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_9/20181122012258164_GLWDI2NPC.jpg/W0163781.jpg?type=m250&wm=N
89,OZV 진판델 2018,1,6,Zinfandel 100%,1,2,4,3,13~14도,"45,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20201126012704481_MARSCYP4Y.png/W0163182.png?type=m250&wm=N
90,"이기갈, 꼬뜨 뒤 론 블랑 2019",2,17,"Viognier, Roussanne, Marsanne, Clairette",1,3,3,1,13.5도,"29,800원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210701012619903_F98YS6MI6.png/W0140794.png?type=m250&wm=N
91,투 올드 독스 까베르네 소비뇽,1,6,Cabernet Sauvignon,1,3,4,4,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_11/20210402012754497_60EPZ8OLH.png/W0168539.png?type=m250&wm=N
92,"파트리스 리옹, 샹볼 뮈지니 2017",1,17,Pinot Noir 100%,1,3,3,2,13도,"320,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20180309012658963_N04KCMA4U.jpg/0141606.jpg?type=m250&wm=N
93,"브롤리아, 르 페르니치 2019",1,11,Pinot Noir 100%,1,2,2,2,도수 정보가 없습니다.,"58,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210918014220458_ZU6BCHETS.png/W0169301.png?type=m250&wm=N
94,"캐논볼, 소노마 메를로 2017",1,6,Merlot 100%,2,3,5,4,13.8도,"50,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929052649375_W3TYNOGA4.jpg/W0155876.jpg?type=m250&wm=N
95,"텍스트북, 페이지 터너 오크빌 2016",1,6,"Merlot 60%, Cabernet Sauvignon 25%, Cabernet Franc 15%",1,4,5,4,도수 정보가 없습니다.,"320,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181215071312585_NT7A2DS8K.jpg/W0153633.jpg?type=m250&wm=N
96,샤또 말레스꼬 생떽쥐페리 2016,1,17,"Merlot, Cabernet Sauvignon, Cabernet Franc, Petit Verdot",1,3,4,3,13~14도,"180,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180701075112786_PIEEOIGPA.jpg/W0146595.jpg?type=m250&wm=N
97,"코도르뉴, 바흐 로제 까바",3,7,"Monastrell 40%, Garnacha 40%, Pinot Noir 20%",2,3,2,1,11.5도,"60,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929053325836_VC2PKSTXJ.jpg/W0150210.jpg?type=m250&wm=N
98,"헌드레드 에이커, 카일리 모르간 까베르네 소비뇽",1,6,Cabernet Sauvignon 100%,1,4,4,4,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_8/20180103013412803_51N81CZVN.jpg/W0162549.jpg?type=m250&wm=N
99,센데로 카베르네 소비뇽 2018,1,14,"Cabernet Sauvignon, Syrah/Shiraz",1,3,4,3,12~13도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_11/20200909012645893_DP2GWEUO4.png/W0167584.png?type=m250&wm=N
100,제프 까렐 가주이 2019,1,17,Malbec 100%,1,3,3,3,도수 정보가 없습니다.,"46,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210803013955806_L9WBVTP8M.png/W0168986.png?type=m250&wm=N
101,"칸티, 모스카토 다스티",2,11,Moscato 100%,4,2,2,1,도수 정보가 없습니다.,"22,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929020304793_7N5696FW0.jpg/W0162132.jpg?type=m250&wm=N
102,넛뜨 비올라,1,11,Blend,1,2,3,3,10~11도,"45,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210807013947081_S03XAUW8P.png/W0169070.png?type=m250&wm=N
103,"페레즈 크루즈, 까베르네 소비뇽 리제르바 2012",1,14,"Cabernet Sauvignon 90.1%, Merlot 3.4%, Carmenere 3.4%, Syrah/Shiraz 3.1%",1,3,4,3,14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929024720374_SX306UWPD.jpg/W0139002.jpg?type=m250&wm=N
104,몬테스 알파 시라 2018,1,14,"Syrah/Shiraz 90%, Cabernet Sauvignon 7%, Viognier 3%",1,3,4,4,도수 정보가 없습니다.,"59,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929041542971_5OLKDQKSM.jpg/W0156983.jpg?type=m250&wm=N
105,"카사 로호, 마초맨 2018",1,7,Monastrell 100%,1,3,5,4,14.5도,"82,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20210308012512934_RMFJ7QWWH.png/W0160809.png?type=m250&wm=N
106,"몰리두커, 벨벳 글로브 2017",1,19,Syrah/Shiraz 100%,1,4,5,5,도수 정보가 없습니다.,"660,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190801080137089_57Z4W80JI.jpg/W0155149.jpg?type=m250&wm=N
107,"로랑 페리에, 뀌베 로제 브뤼",3,17,Pinot Noir 100%,1,5,3,1,12도,"420,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200801033207461_EUK83096Z.png/W0145757.png?type=m250&wm=N
